Academic_Year,University_Code,University_Name,Department,Degree,Overseas_Total,Overseas_Male,Overseas_Female,HKMAC_Total,HKMAC_Male,HKMAC_Female
106,4,國立臺灣師範大學,地理學系,碩士班,0,0,0,1,1,0
106,4,國立臺灣師範大學,東亞學系,學士班,11,6,5,15,6,9
106,4,國立臺灣師範大學,東亞學系,碩士班,2,0,2,2,1,1
106,4,國立臺灣師範大學,復健諮商研究所,碩士班,1,1,0,0,0,0
106,4,國立臺灣師範大學,大眾傳播研究所,碩士班,2,0,2,1,0,1
106,4,國立臺灣師範大學,圖文傳播學系,學士班,3,2,1,10,2,8
106,4,國立臺灣師範大學,圖書資訊學研究所,碩士班,0,0,0,2,1,1
106,4,國立臺灣師範大學,圖書資訊學研究所,博士班,0,0,0,1,1,0
106,4,國立臺灣師範大學,全球經營與策略研究所,碩士班,2,2,0,1,0,1
106,4,國立臺灣師範大學,企業管理學系,學士班,7,3,4,7,1,6
106,4,國立臺灣師範大學,管理研究所,碩士班,0,0,0,2,1,1
106,4,國立臺灣師範大學,國際人力資源發展研究所,碩士班,1,0,1,0,0,0
106,4,國立臺灣師範大學,生命科學系,學士班,7,4,3,5,4,1
106,4,國立臺灣師範大學,生命科學系,碩士班,0,0,0,2,0,2
106,4,國立臺灣師範大學,化學系,學士班,11,9,2,10,6,4
106,4,國立臺灣師範大學,地球科學系,學士班,2,1,1,11,6,5
106,4,國立臺灣師範大學,物理學系,學士班,3,3,0,8,6,2
106,4,國立臺灣師範大學,物理學系,碩士班,1,1,0,0,0,0
106,4,國立臺灣師範大學,數學系,學士班,5,4,1,11,9,2
106,4,國立臺灣師範大學,數學系,碩士班,2,0,2,0,0,0
106,4,國立臺灣師範大學,數學系,博士班,0,0,0,1,0,1
106,4,國立臺灣師範大學,電機工程學系,學士班,7,4,3,4,4,0
106,4,國立臺灣師範大學,資訊工程學系,學士班,2,2,0,5,5,0
106,4,國立臺灣師範大學,社會工作學研究所,碩士班,0,0,0,1,1,0
106,4,國立臺灣師範大學,運動競技學系,學士班,1,0,1,5,3,2
106,4,國立臺灣師範大學,運動競技學系,碩士班,0,0,0,2,2,0
106,4,國立臺灣師範大學,運動休閒與餐旅管理研究所,碩士班,1,0,1,3,1,2
106,4,國立臺灣師範大學,運動休閒與餐旅管理研究所,博士班,2,2,0,0,0,0
106,5,國立成功大學,教育研究所,碩士班,1,0,1,2,1,1
106,5,國立成功大學,教育研究所,博士班,1,0,1,1,0,1
106,5,國立成功大學,創意產業設計研究所,碩士班,0,0,0,1,0,1
106,5,國立成功大學,工業設計學系,學士班,9,7,2,7,3,4
106,5,國立成功大學,工業設計學系,碩士班,2,1,1,0,0,0
106,5,國立成功大學,藝術研究所,碩士班,0,0,0,1,1,0
106,5,國立成功大學,歷史學系,學士班,11,4,7,13,9,4
106,5,國立成功大學,歷史學系,碩士班,2,1,1,1,0,1
106,5,國立成功大學,外國語文學系,學士班,15,5,10,4,1,3
106,5,國立成功大學,外國語文學系,碩士班,1,0,1,1,0,1
106,5,國立成功大學,台灣文學系,學士班,0,0,0,1,0,1
106,5,國立成功大學,台灣文學系,碩士班,1,0,1,0,0,0
106,5,國立成功大學,台灣文學系,博士班,0,0,0,1,1,0
106,5,國立成功大學,中國文學系,學士班,9,3,6,8,3,5
106,5,國立成功大學,經濟學系,學士班,8,5,3,6,5,1
106,5,國立成功大學,政治學系,學士班,7,6,1,8,6,2
106,5,國立成功大學,政治經濟研究所,碩士班,0,0,0,1,1,0
106,5,國立成功大學,心理學系,學士班,8,3,5,4,1,3
106,5,國立成功大學,行為醫學研究所,碩士班,0,0,0,1,0,1
106,5,國立成功大學,會計學系,學士班,11,2,9,2,1,1
106,5,國立成功大學,會計學系,碩士班,2,0,2,1,0,1
106,5,國立成功大學,財務金融研究所,碩士班,1,0,1,3,3,0
106,5,國立成功大學,企業管理學系,學士班,7,1,6,3,2,1
106,5,國立成功大學,企業管理學系,碩士班,2,2,0,0,0,0
106,5,國立成功大學,國際企業研究所,碩士班,1,0,1,0,0,0
106,5,國立成功大學,海洋科技與事務研究所,碩士班,1,1,0,0,0,0
106,5,國立成功大學,工業與資訊管理學系,學士班,13,10,3,4,4,0
106,5,國立成功大學,法律學系,學士班,7,4,3,4,1,3
106,5,國立成功大學,法律學系,碩士班,1,0,1,0,0,0
106,5,國立成功大學,生命科學系,學士班,6,4,2,3,2,1
106,5,國立成功大學,生命科學系,碩士班,0,0,0,1,0,1
106,5,國立成功大學,生物科技與產業科學系,學士班,12,8,4,1,1,0
106,5,國立成功大學,微生物及免疫學研究所,碩士班,0,0,0,1,0,1
106,5,國立成功大學,化學系,學士班,5,3,2,4,3,1
106,5,國立成功大學,地球科學系,學士班,4,4,0,2,1,1
106,5,國立成功大學,物理學系,學士班,0,0,0,7,7,0
106,5,國立成功大學,物理學系,碩士班,0,0,0,1,1,0
106,5,國立成功大學,物理學系,博士班,0,0,0,1,1,0
106,5,國立成功大學,數學系,學士班,2,2,0,3,1,2
106,5,國立成功大學,數學系,碩士班,0,0,0,2,1,1
106,5,國立成功大學,統計學系,學士班,10,4,6,3,1,2
106,5,國立成功大學,統計學系,碩士班,1,1,0,0,0,0
106,5,國立成功大學,資訊工程學系,學士班,12,9,3,4,4,0
106,5,國立成功大學,資訊工程學系,碩士班,3,3,0,4,2,2
106,5,國立成功大學,資訊工程學系,博士班,0,0,0,2,2,0
106,5,國立成功大學,醫學資訊研究所,碩士班,0,0,0,1,1,0
106,5,國立成功大學,化學工程學系,學士班,10,6,4,6,4,2
106,5,國立成功大學,化學工程學系,碩士班,4,3,1,3,1,2
106,5,國立成功大學,材料科學及工程學系,學士班,16,9,7,6,6,0
106,5,國立成功大學,材料科學及工程學系,碩士班,2,2,0,3,3,0
106,5,國立成功大學,環境工程學系,學士班,9,7,2,6,1,5
106,5,國立成功大學,環境工程學系,碩士班,1,1,0,3,3,0
106,5,國立成功大學,水利及海洋工程學系,學士班,4,3,1,6,6,0
106,5,國立成功大學,水利及海洋工程學系,碩士班,3,2,1,0,0,0
106,5,國立成功大學,能源國際學士學位學程,學士班,1,1,0,1,1,0
106,5,國立成功大學,電機工程學系,學士班,12,12,0,14,13,1
106,5,國立成功大學,電機工程學系,碩士班,5,3,2,0,0,0
106,5,國立成功大學,電機工程學系,博士班,2,2,0,0,0,0
106,5,國立成功大學,微電子工程研究所,博士班,2,2,0,0,0,0
106,5,國立成功大學,光電科學與工程學系,學士班,4,2,2,6,6,0
106,5,國立成功大學,光電科學與工程學系,碩士班,2,2,0,2,2,0
106,5,國立成功大學,電腦與通信工程研究所,碩士班,2,2,0,0,0,0
106,5,國立成功大學,製造資訊與系統研究所,博士班,1,1,0,0,0,0
106,5,國立成功大學,機械工程學系,學士班,23,22,1,15,14,1
106,5,國立成功大學,機械工程學系,碩士班,4,4,0,1,1,0
106,5,國立成功大學,航空太空工程學系,學士班,14,12,2,8,6,2
106,5,國立成功大學,航空太空工程學系,碩士班,1,1,0,0,0,0
106,5,國立成功大學,系統及船舶機電工程學系,學士班,4,3,1,1,1,0
106,5,國立成功大學,系統及船舶機電工程學系,碩士班,0,0,0,1,1,0
106,5,國立成功大學,生物醫學工程學系,學士班,0,0,0,1,1,0
106,5,國立成功大學,生物醫學工程學系,碩士班,3,1,2,0,0,0
106,5,國立成功大學,工程科學系,學士班,5,2,3,2,2,0
106,5,國立成功大學,工程科學系,碩士班,2,2,0,0,0,0
106,5,國立成功大學,資源工程學系,學士班,12,10,2,3,2,1
106,5,國立成功大學,資源工程學系,碩士班,1,0,1,0,0,0
106,5,國立成功大學,建築學系,學士班,11,7,4,4,2,2
106,5,國立成功大學,建築學系,碩士班,1,1,0,2,1,1
106,5,國立成功大學,都市計劃學系,學士班,9,6,3,4,2,2
106,5,國立成功大學,都市計劃學系,碩士班,1,1,0,3,3,0
106,5,國立成功大學,土木工程學系,學士班,10,10,0,20,14,6
106,5,國立成功大學,土木工程學系,碩士班,1,1,0,4,3,1
106,5,國立成功大學,測量及空間資訊學系,學士班,5,1,4,4,3,1
106,5,國立成功大學,測量及空間資訊學系,碩士班,1,1,0,0,0,0
106,5,國立成功大學,基礎醫學研究所,博士班,2,1,1,0,0,0
106,5,國立成功大學,醫學系,學士班,14,6,8,1,0,1
106,5,國立成功大學,護理學系,學士班,3,0,3,1,0,1
106,5,國立成功大學,醫學檢驗生物技術學系,學士班,3,1,2,1,0,1
106,5,國立成功大學,醫學檢驗生物技術學系,碩士班,0,0,0,3,1,2
106,5,國立成功大學,物理治療學系,學士班,4,2,2,7,2,5
106,5,國立成功大學,職能治療學系,學士班,2,1,1,4,2,2
106,5,國立成功大學,職能治療學系,碩士班,1,1,0,0,0,0
106,5,國立成功大學,藥學系,學士班,6,2,4,0,0,0
106,5,國立成功大學,藥理學研究所,碩士班,1,0,1,1,1,0
106,5,國立成功大學,環境醫學研究所,碩士班,1,1,0,1,0,1
106,5,國立成功大學,體育健康與休閒研究所,碩士班,1,1,0,1,1,0
106,5,國立成功大學,交通管理科學系,學士班,2,1,1,4,4,0
106,5,國立成功大學,交通管理科學系,碩士班,0,0,0,2,1,1
106,6,國立中興大學,歷史學系,學士班,5,1,4,7,5,2
106,6,國立中興大學,歷史學系,碩士班,1,1,0,0,0,0
106,6,國立中興大學,歷史學系,博士班,1,0,1,0,0,0
106,6,國立中興大學,外國語文學系,學士班,7,2,5,2,0,2
106,6,國立中興大學,中國文學系,學士班,4,2,2,3,1,2
106,6,國立中興大學,中國文學系,碩士班,0,0,0,2,1,1
106,6,國立中興大學,應用經濟學系,學士班,15,9,6,8,7,1
106,6,國立中興大學,國際政治研究所,碩士班,0,0,0,1,1,0
106,6,國立中興大學,圖書資訊學研究所,碩士班,0,0,0,1,1,0
106,6,國立中興大學,會計學系,學士班,4,3,1,3,2,1
106,6,國立中興大學,財務金融學系,學士班,13,7,6,1,0,1
106,6,國立中興大學,財務金融學系,碩士班,1,0,1,0,0,0
106,6,國立中興大學,企業管理學系,學士班,12,6,6,0,0,0
106,6,國立中興大學,企業管理學系,碩士班,2,0,2,0,0,0
106,6,國立中興大學,行銷學系,學士班,4,4,0,1,0,1
106,6,國立中興大學,科技管理研究所,碩士班,1,0,1,2,2,0
106,6,國立中興大學,法律學系,學士班,10,5,5,4,2,2
106,6,國立中興大學,法律學系科技法律碩士班,碩士班,0,0,0,1,1,0
106,6,國立中興大學,生命科學系,學士班,11,7,4,6,0,6
106,6,國立中興大學,生命科學系,碩士班,1,0,1,0,0,0
106,6,國立中興大學,昆蟲學系,學士班,3,1,2,2,0,2
106,6,國立中興大學,生物科技學士學位學程,學士班,2,1,1,5,4,1
106,6,國立中興大學,分子生物學研究所,碩士班,1,1,0,0,0,0
106,6,國立中興大學,分子生物學研究所,博士班,0,0,0,1,0,1
106,6,國立中興大學,基因體暨生物資訊學研究所,碩士班,0,0,0,1,1,0
106,6,國立中興大學,生物醫學研究所,博士班,1,1,0,0,0,0
106,6,國立中興大學,水土保持學系,學士班,3,2,1,3,2,1
106,6,國立中興大學,水土保持學系,碩士班,1,1,0,0,0,0
106,6,國立中興大學,化學系,學士班,4,3,1,4,2,2
106,6,國立中興大學,化學系,碩士班,1,1,0,1,0,1
106,6,國立中興大學,物理學系,學士班,4,4,0,8,6,2
106,6,國立中興大學,應用數學系,學士班,8,5,3,8,7,1
106,6,國立中興大學,應用數學系,碩士班,2,2,0,0,0,0
106,6,國立中興大學,資訊管理學系,學士班,11,8,3,14,12,2
106,6,國立中興大學,資訊科學與工程學系,學士班,4,2,2,4,2,2
106,6,國立中興大學,資訊科學與工程學系,碩士班,1,0,1,0,0,0
106,6,國立中興大學,化學工程學系,學士班,2,0,2,2,2,0
106,6,國立中興大學,材料科學與工程學系,學士班,4,1,3,0,0,0
106,6,國立中興大學,環境工程學系,學士班,1,0,1,1,0,1
106,6,國立中興大學,環境工程學系,碩士班,0,0,0,1,1,0
106,6,國立中興大學,電機工程學系,學士班,5,4,1,7,7,0
106,6,國立中興大學,電機工程學系,碩士班,0,0,0,1,1,0
106,6,國立中興大學,通訊工程研究所,碩士班,0,0,0,1,1,0
106,6,國立中興大學,機械工程學系,學士班,15,14,1,11,10,1
106,6,國立中興大學,機械工程學系,碩士班,1,1,0,0,0,0
106,6,國立中興大學,機械工程學系,博士班,1,1,0,0,0,0
106,6,國立中興大學,生物產業機電工程學系,學士班,2,2,0,2,1,1
106,6,國立中興大學,生物產業機電工程學系,碩士班,1,0,1,1,1,0
106,6,國立中興大學,食品暨應用生物科技學系,學士班,12,3,9,1,0,1
106,6,國立中興大學,食品暨應用生物科技學系,碩士班,3,1,2,2,0,2
106,6,國立中興大學,食品暨應用生物科技學系,博士班,2,2,0,1,0,1
106,6,國立中興大學,景觀與遊憩學士學位學程,學士班,0,0,0,4,3,1
106,6,國立中興大學,土木工程學系,學士班,6,4,2,5,4,1
106,6,國立中興大學,土木工程學系,博士班,1,0,1,0,0,0
106,6,國立中興大學,農藝學系,學士班,10,7,3,3,2,1
106,6,國立中興大學,國際農學碩士學位學程,碩士班,3,2,1,0,0,0
106,6,國立中興大學,動物科學系,學士班,8,5,3,6,1,5
106,6,國立中興大學,動物科學系,碩士班,1,0,1,0,0,0
106,6,國立中興大學,園藝學系,學士班,5,4,1,3,1,2
106,6,國立中興大學,園藝學系,碩士班,1,0,1,1,1,0
106,6,國立中興大學,土壤環境科學系,學士班,6,5,1,7,5,2
106,6,國立中興大學,國際農企業學士學位學程,學士班,4,3,1,2,0,2
106,6,國立中興大學,植物病理學系,學士班,8,7,1,3,1,2
106,6,國立中興大學,植物病理學系,碩士班,1,0,1,1,1,0
106,6,國立中興大學,植物病理學系,博士班,1,1,0,0,0,0
106,6,國立中興大學,植物醫學暨安全農業碩士學位學程,碩士班,1,0,1,0,0,0
106,6,國立中興大學,森林學系,學士班,1,1,0,10,1,9
106,6,國立中興大學,森林學系,碩士班,0,0,0,1,0,1
106,6,國立中興大學,獸醫學系,學士班,14,5,9,9,4,5
106,6,國立中興大學,獸醫學系,碩士班,0,0,0,1,0,1
106,6,國立中興大學,運動與健康管理研究所,碩士班,0,0,0,2,1,1
106,7,國立交通大學,教育研究所,碩士班,2,2,0,0,0,0
106,7,國立交通大學,應用藝術研究所,碩士班,1,0,1,0,0,0
106,7,國立交通大學,音樂研究所,碩士班,0,0,0,1,0,1
106,7,國立交通大學,人文社會學系,學士班,5,3,2,5,2,3
106,7,國立交通大學,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班,3,1,2,1,1,0
106,7,國立交通大學,社會與文化研究所,碩士班,0,0,0,2,2,0
106,7,國立交通大學,社會與文化研究所,博士班,0,0,0,1,0,1
106,7,國立交通大學,外國語文學系,學士班,9,0,9,2,2,0
106,7,國立交通大學,外國語文學系外國文學與語言學碩士班,碩士班,1,1,0,1,0,1
106,7,國立交通大學,傳播與科技學系,學士班,4,2,2,4,3,1
106,7,國立交通大學,資訊管理與財務金融學系,學士班,0,0,0,7,5,2
106,7,國立交通大學,資訊管理與財務金融學系,碩士班,2,2,0,4,2,2
106,7,國立交通大學,經營管理研究所,碩士班,1,1,0,1,1,0
106,7,國立交通大學,管理科學系,學士班,8,3,5,7,3,4
106,7,國立交通大學,管理科學系,碩士班,3,2,1,0,0,0
106,7,國立交通大學,生物科技學系,學士班,13,5,8,7,5,2
106,7,國立交通大學,生物科技學系,碩士班,2,0,2,1,0,1
106,7,國立交通大學,分子醫學與生物工程研究所,碩士班,1,1,0,0,0,0
106,7,國立交通大學,分子醫學與生物工程研究所,博士班,1,0,1,0,0,0
106,7,國立交通大學,生物資訊及系統生物研究所,碩士班,0,0,0,1,1,0
106,7,國立交通大學,應用化學系,學士班,0,0,0,2,0,2
106,7,國立交通大學,物理研究所,碩士班,1,1,0,0,0,0
106,7,國立交通大學,物理研究所,博士班,0,0,0,1,1,0
106,7,國立交通大學,電子物理學系,學士班,5,4,1,5,4,1
106,7,國立交通大學,電子物理學系,碩士班,2,2,0,0,0,0
106,7,國立交通大學,應用數學系,學士班,7,5,2,11,10,1
106,7,國立交通大學,應用數學系,碩士班,0,0,0,1,0,1
106,7,國立交通大學,網路工程研究所,碩士班,2,2,0,0,0,0
106,7,國立交通大學,資訊工程學系,學士班,30,26,4,27,17,10
106,7,國立交通大學,資訊科學與工程研究所,碩士班,5,5,0,2,2,0
106,7,國立交通大學,資訊科學與工程研究所,博士班,1,1,0,0,0,0
106,7,國立交通大學,多媒體工程研究所,碩士班,1,1,0,0,0,0
106,7,國立交通大學,材料科學與工程學系,學士班,11,8,3,5,4,1
106,7,國立交通大學,材料科學與工程學系,碩士班,1,1,0,0,0,0
106,7,國立交通大學,環境工程研究所,碩士班,0,0,0,1,1,0
106,7,國立交通大學,電機工程學系,學士班,21,19,2,29,28,1
106,7,國立交通大學,電機工程學系,碩士班,6,6,0,0,0,0
106,7,國立交通大學,電子工程學系,學士班,20,16,4,6,4,2
106,7,國立交通大學,電子研究所,碩士班,5,3,2,2,1,1
106,7,國立交通大學,光電工程學系,學士班,3,2,1,5,5,0
106,7,國立交通大學,光電工程學系,碩士班,3,3,0,0,0,0
106,7,國立交通大學,電信工程研究所,碩士班,1,1,0,1,1,0
106,7,國立交通大學,電信工程研究所,博士班,1,1,0,0,0,0
106,7,國立交通大學,電控工程研究所,碩士班,1,1,0,0,0,0
106,7,國立交通大學,電控工程研究所,博士班,1,1,0,1,1,0
106,7,國立交通大學,奈米科學及工程學士學位學程,學士班,1,1,0,0,0,0
106,7,國立交通大學,機械工程學系,學士班,12,12,0,6,4,2
106,7,國立交通大學,工業工程與管理學系,學士班,13,10,3,2,2,0
106,7,國立交通大學,工業工程與管理學系,碩士班,0,0,0,1,1,0
106,7,國立交通大學,土木工程學系,學士班,15,12,3,10,10,0
106,7,國立交通大學,運輸與物流管理學系,學士班,9,5,4,5,4,1
106,7,國立交通大學,運輸與物流管理學系,碩士班,1,0,1,2,1,1
106,8,國立中央大學,哲學研究所,碩士班,0,0,0,1,0,1
106,8,國立中央大學,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班,0,0,0,3,1,2
106,8,國立中央大學,英美語文學系,學士班,3,0,3,3,1,2
106,8,國立中央大學,法國語文學系,學士班,4,1,3,2,0,2
106,8,國立中央大學,中國文學系,學士班,4,0,4,2,1,1
106,8,國立中央大學,中國文學系,碩士班,2,1,1,2,0,2
106,8,國立中央大學,中國文學系,博士班,1,1,0,0,0,0
106,8,國立中央大學,經濟學系,學士班,9,5,4,7,7,0
106,8,國立中央大學,認知神經科學研究所,碩士班,0,0,0,1,0,1
106,8,國立中央大學,客家語文暨社會科學學系,學士班,2,2,0,0,0,0
106,8,國立中央大學,財務金融學系,學士班,5,2,3,2,1,1
106,8,國立中央大學,企業管理學系,學士班,8,3,5,3,2,1
106,8,國立中央大學,企業管理學系,碩士班,1,1,0,1,0,1
106,8,國立中央大學,法律與政府研究所,碩士班,0,0,0,1,1,0
106,8,國立中央大學,生命科學系,學士班,8,2,6,3,2,1
106,8,國立中央大學,化學學系,學士班,1,1,0,1,0,1
106,8,國立中央大學,地球科學學系,學士班,3,3,0,8,7,1
106,8,國立中央大學,地球科學學系地球物理博士班,博士班,1,1,0,0,0,0
